SYMBOL,EXPIRY,OPTIONTYPE,STRIKEPRICE,TRADEDATE,OPENPR,HIGHPR,LOWPR,CLOSEPR,SETTLEPR,CONTRACTS,VLAKH,OI,CHGOI
ANDHRABANK,2018-01-25,PE,50,2018-01-01,0.15,0.15,0.15,0.15,0.15,3,15.04,50000,30000
ANDHRABANK,2018-01-25,PE,52.5,2018-01-01,0,0,0,0.35,0.25,0,0,30000,0
ANDHRABANK,2018-01-25,PE,55,2018-01-01,0.8,0.75,0.75,0.8,0.8,6,33.46,150000,40000
ANDHRABANK,2018-01-25,PE,57.5,2018-01-01,1.5,1.4,1.4,1.45,1.45,10,58.96,170000,60000
ANDHRABANK,2018-01-25,PE,60,2018-01-01,2.55,2.55,2.55,2.55,2.55,1,6.25,360000,10000
ANDHRABANK,2018-01-25,PE,62.5,2018-01-01,0,0,0,4.15,4.55,0,0,150000,0
ANDHRABANK,2018-01-25,PE,65,2018-01-01,0,0,0,6.6,6.65,0,0,160000,0
ANDHRABANK,2018-01-25,PE,67.5,2018-01-01,0,0,0,11.05,8.95,0,0,0,0
ANDHRABANK,2018-01-25,PE,70,2018-01-01,0,0,0,11.25,11.35,0,0,110000,0
ANDHRABANK,2018-01-25,PE,72.5,2018-01-01,0,0,0,13.9,13.85,0,0,0,0
ANDHRABANK,2018-01-25,PE,75,2018-01-01,0,0,0,15.45,16.3,0,0,0,0
ANDHRABANK,2018-01-25,PE,77.5,2018-01-01,0,0,0,17.05,18.8,0,0,0,0
ANDHRABANK,2018-01-25,PE,80,2018-01-01,0,0,0,18.7,21.3,0,0,0,0
ANDHRABANK,2018-01-25,PE,82.5,2018-01-01,0,0,0,20.45,23.8,0,0,0,0
ANDHRABANK,2018-02-22,CE,45,2018-01-01,0,0,0,19,13.85,0,0,0,0
ANDHRABANK,2018-02-22,CE,47.5,2018-01-01,0,0,0,16.9,11.5,0,0,0,0
ANDHRABANK,2018-02-22,CE,50,2018-01-01,0,0,0,14.9,9.2,0,0,0,0
ANDHRABANK,2018-02-22,CE,52.5,2018-01-01,0,0,0,13,7.1,0,0,0,0
ANDHRABANK,2018-02-22,CE,55,2018-01-01,0,0,0,11.3,5.25,0,0,0,0
ANDHRABANK,2018-02-22,CE,57.5,2018-01-01,0,0,0,9.75,3.7,0,0,0,0
ANDHRABANK,2018-02-22,CE,60,2018-01-01,0,0,0,8.35,2.5,0,0,0,0
ANDHRABANK,2018-02-22,CE,62.5,2018-01-01,0,0,0,7.1,1.65,0,0,0,0
ANDHRABANK,2018-02-22,CE,65,2018-01-01,0,0,0,6,1,0,0,0,0
ANDHRABANK,2018-02-22,CE,67.5,2018-01-01,0,0,0,5.05,0.6,0,0,0,0
ANDHRABANK,2018-02-22,CE,70,2018-01-01,0,0,0,4.25,0.35,0,0,0,0
ANDHRABANK,2018-02-22,CE,72.5,2018-01-01,0,0,0,3.55,0.2,0,0,0,0
ANDHRABANK,2018-02-22,CE,75,2018-01-01,0,0,0,2.95,0.1,0,0,0,0
ANDHRABANK,2018-02-22,CE,77.5,2018-01-01,0,0,0,2.4,0.05,0,0,0,0
ANDHRABANK,2018-02-22,CE,80,2018-01-01,0,0,0,2,0.05,0,0,0,0
ANDHRABANK,2018-02-22,CE,82.5,2018-01-01,0,0,0,1.65,0.05,0,0,0,0
ANDHRABANK,2018-02-22,PE,45,2018-01-01,0,0,0,0.65,0.05,0,0,0,0
ANDHRABANK,2018-02-22,PE,47.5,2018-01-01,0,0,0,1,0.15,0,0,0,0
ANDHRABANK,2018-02-22,PE,50,2018-01-01,0,0,0,1.45,0.35,0,0,0,0
ANDHRABANK,2018-02-22,PE,52.5,2018-01-01,0,0,0,2.05,0.7,0,0,0,0
ANDHRABANK,2018-02-22,PE,55,2018-01-01,0,0,0,2.8,1.35,0,0,0,0
ANDHRABANK,2018-02-22,PE,57.5,2018-01-01,0,0,0,3.7,2.3,0,0,0,0
ANDHRABANK,2018-02-22,PE,60,2018-01-01,0,0,0,4.8,3.55,0,0,0,0
ANDHRABANK,2018-02-22,PE,62.5,2018-01-01,0,0,0,6,5.15,0,0,0,0
ANDHRABANK,2018-02-22,PE,65,2018-01-01,0,0,0,7.35,7,0,0,0,0
ANDHRABANK,2018-02-22,PE,67.5,2018-01-01,0,0,0,8.9,9.1,0,0,0,0
ANDHRABANK,2018-02-22,PE,70,2018-01-01,0,0,0,10.5,11.3,0,0,0,0
ANDHRABANK,2018-02-22,PE,72.5,2018-01-01,0,0,0,12.25,13.65,0,0,0,0
ANDHRABANK,2018-02-22,PE,75,2018-01-01,0,0,0,14.15,16.05,0,0,0,0
ANDHRABANK,2018-02-22,PE,77.5,2018-01-01,0,0,0,16.1,18.45,0,0,0,0
ANDHRABANK,2018-02-22,PE,80,2018-01-01,0,0,0,18.1,20.9,0,0,0,0
ANDHRABANK,2018-02-22,PE,82.5,2018-01-01,0,0,0,20.25,23.4,0,0,0,0
ANDHRABANK,2018-03-28,CE,45,2018-01-01,0,0,0,14.85,14.25,0,0,0,0
ANDHRABANK,2018-03-28,CE,47.5,2018-01-01,0,0,0,12.6,12,0,0,0,0
ANDHRABANK,2018-03-28,CE,50,2018-01-01,0,0,0,10.45,9.85,0,0,0,0
ANDHRABANK,2018-03-28,CE,52.5,2018-01-01,0,0,0,8.55,7.9,0,0,0,0
ANDHRABANK,2018-03-28,CE,55,2018-01-01,0,0,0,6.8,6.2,0,0,0,0
ANDHRABANK,2018-03-28,CE,57.5,2018-01-01,0,0,0,5.3,4.75,0,0,0,0
ANDHRABANK,2018-03-28,CE,60,2018-01-01,0,0,0,4.05,3.5,0,0,0,0
ANDHRABANK,2018-03-28,CE,62.5,2018-01-01,0,0,0,3.05,2.55,0,0,0,0
ANDHRABANK,2018-03-28,CE,65,2018-01-01,0,0,0,2.25,1.8,0,0,0,0
ANDHRABANK,2018-03-28,CE,67.5,2018-01-01,0,0,0,1.65,1.25,0,0,0,0
ANDHRABANK,2018-03-28,CE,70,2018-01-01,0,0,0,1.15,0.85,0,0,0,0
ANDHRABANK,2018-03-28,CE,72.5,2018-01-01,0,0,0,0.8,0.6,0,0,0,0
ANDHRABANK,2018-03-28,CE,75,2018-01-01,0,0,0,0.55,0.4,0,0,0,0
ANDHRABANK,2018-03-28,CE,77.5,2018-01-01,0,0,0,0.4,0.25,0,0,0,0
ANDHRABANK,2018-03-28,CE,80,2018-01-01,0,0,0,0.25,0.15,0,0,0,0
ANDHRABANK,2018-03-28,CE,82.5,2018-01-01,0,0,0,0.2,0.1,0,0,0,0
ANDHRABANK,2018-03-28,PE,45,2018-01-01,0,0,0,0.2,0.2,0,0,0,0
ANDHRABANK,2018-03-28,PE,47.5,2018-01-01,0,0,0,0.45,0.35,0,0,0,0
ANDHRABANK,2018-03-28,PE,50,2018-01-01,0,0,0,0.75,0.7,0,0,0,0
ANDHRABANK,2018-03-28,PE,52.5,2018-01-01,0,0,0,1.3,1.2,0,0,0,0
ANDHRABANK,2018-03-28,PE,55,2018-01-01,0,0,0,2.05,1.95,0,0,0,0
ANDHRABANK,2018-03-28,PE,57.5,2018-01-01,0,0,0,3,2.95,0,0,0,0
ANDHRABANK,2018-03-28,PE,60,2018-01-01,0,0,0,4.2,4.2,0,0,0,0
ANDHRABANK,2018-03-28,PE,62.5,2018-01-01,0,0,0,5.65,5.7,0,0,0,0
ANDHRABANK,2018-03-28,PE,65,2018-01-01,0,0,0,7.3,7.45,0,0,0,0
ANDHRABANK,2018-03-28,PE,67.5,2018-01-01,0,0,0,9.15,9.35,0,0,0,0
ANDHRABANK,2018-03-28,PE,70,2018-01-01,0,0,0,11.15,11.4,0,0,0,0
ANDHRABANK,2018-03-28,PE,72.5,2018-01-01,0,0,0,13.25,13.6,0,0,0,0
ANDHRABANK,2018-03-28,PE,75,2018-01-01,0,0,0,15.45,15.85,0,0,0,0
ANDHRABANK,2018-03-28,PE,77.5,2018-01-01,0,0,0,17.75,18.2,0,0,0,0
ANDHRABANK,2018-03-28,PE,80,2018-01-01,0,0,0,20.1,20.55,0,0,0,0
ANDHRABANK,2018-03-28,PE,82.5,2018-01-01,0,0,0,22.45,22.95,0,0,0,0
APOLLOHOSP,2018-01-25,CE,780,2018-01-01,0,0,0,256.6,425.8,0,0,0,0
APOLLOHOSP,2018-01-25,CE,800,2018-01-01,0,0,0,237.65,405.9,0,0,0,0
APOLLOHOSP,2018-01-25,CE,820,2018-01-01,0,0,0,219,385.95,0,0,0,0
APOLLOHOSP,2018-01-25,CE,840,2018-01-01,0,0,0,200.8,366.05,0,0,0,0
APOLLOHOSP,2018-01-25,CE,860,2018-01-01,0,0,0,183.05,346.15,0,0,0,0
APOLLOHOSP,2018-01-25,CE,880,2018-01-01,0,0,0,165.9,326.2,0,0,0,0
APOLLOHOSP,2018-01-25,CE,900,2018-01-01,0,0,0,149.4,306.3,0,0,0,0
APOLLOHOSP,2018-01-25,CE,920,2018-01-01,0,0,0,133.75,286.4,0,0,0,0
APOLLOHOSP,2018-01-25,CE,940,2018-01-01,0,0,0,118.95,266.45,0,0,0,0
APOLLOHOSP,2018-01-25,CE,960,2018-01-01,0,0,0,105.05,246.6,0,0,0,0
APOLLOHOSP,2018-01-25,CE,980,2018-01-01,0,0,0,92.15,226.7,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1000,2018-01-01,0,0,0,80.35,206.9,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1020,2018-01-01,0,0,0,69.55,187.25,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1040,2018-01-01,0,0,0,59.8,167.75,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1060,2018-01-01,0,0,0,51.05,148.6,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1080,2018-01-01,0,0,0,43.3,129.95,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1100,2018-01-01,0,0,0,36.5,112,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1120,2018-01-01,0,0,0,30.55,95.05,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1140,2018-01-01,0,0,0,25.5,79.2,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1160,2018-01-01,0,0,0,21.05,64.8,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1180,2018-01-01,0,0,0,17.3,51.95,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1200,2018-01-01,0,0,0,41,40.8,0,0,500,0
APOLLOHOSP,2018-01-25,CE,1220,2018-01-01,33,27.55,27.55,33,33,2,12.5,1500,0
APOLLOHOSP,2018-01-25,CE,1240,2018-01-01,23,21,21,23,23,8,50.46,6000,2000
APOLLOHOSP,2018-01-25,CE,1260,2018-01-01,0,0,0,23.25,17.3,0,0,4000,0
APOLLOHOSP,2018-01-25,CE,1280,2018-01-01,0,0,0,5.95,12.45,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1300,2018-01-01,8.25,8.25,8.25,8.25,8.25,1,6.54,6000,500
APOLLOHOSP,2018-01-25,CE,1320,2018-01-01,5,5,5,5,5,1,6.62,500,500
APOLLOHOSP,2018-01-25,CE,1340,2018-01-01,0,0,0,2.95,4.05,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1360,2018-01-01,0,0,0,2.35,2.65,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1380,2018-01-01,0,0,0,1.8,1.7,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1400,2018-01-01,0,0,0,1.4,1.1,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1420,2018-01-01,0,0,0,1.1,0.65,0,0,0,0
APOLLOHOSP,2018-01-25,CE,1440,2018-01-01,0,0,0,0.55,0.4,0,0,0,0
APOLLOHOSP,2018-01-25,PE,780,2018-01-01,0,0,0,1.3,0,0,0,0,0
APOLLOHOSP,2018-01-25,PE,800,2018-01-01,0,0,0,2,0,0,0,0,0
APOLLOHOSP,2018-01-25,PE,820,2018-01-01,0,0,0,3.05,0,0,0,0,0
APOLLOHOSP,2018-01-25,PE,840,2018-01-01,0,0,0,4.5,0,0,0,0,0
APOLLOHOSP,2018-01-25,PE,860,2018-01-01,0,0,0,6.45,0,0,0,0,0
APOLLOHOSP,2018-01-25,PE,880,2018-01-01,0,0,0,9,0,0,0,0,0
APOLLOHOSP,2018-01-25,PE,900,2018-01-01,0,0,0,12.2,0,0,0,0,0
APOLLOHOSP,2018-01-25,PE,920,2018-01-01,0,0,0,16.2,0,0,0,0,0
APOLLOHOSP,2018-01-25,PE,940,2018-01-01,0,0,0,21.1,0.05,0,0,0,0
APOLLOHOSP,2018-01-25,PE,960,2018-01-01,0,0,0,26.9,0.05,0,0,0,0
APOLLOHOSP,2018-01-25,PE,980,2018-01-01,0,0,0,33.7,0.1,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1000,2018-01-01,0,0,0,41.55,0.2,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1020,2018-01-01,0,0,0,50.45,0.45,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1040,2018-01-01,0,0,0,60.4,0.9,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1060,2018-01-01,0,0,0,71.35,1.65,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1080,2018-01-01,0,0,0,83.25,2.95,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1100,2018-01-01,6.8,6.25,3.7,3.7,3.7,3,16.58,1000,1000
APOLLOHOSP,2018-01-25,PE,1120,2018-01-01,0,0,0,109.9,7.85,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1140,2018-01-01,0,0,0,124.5,11.95,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1160,2018-01-01,0,0,0,16.9,17.45,0,0,500,0
APOLLOHOSP,2018-01-25,PE,1180,2018-01-01,0,0,0,155.7,24.55,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1200,2018-01-01,36.85,36.85,30,30,30,2,12.33,2000,500
APOLLOHOSP,2018-01-25,PE,1220,2018-01-01,0,0,0,29,43.75,0,0,500,0
APOLLOHOSP,2018-01-25,PE,1240,2018-01-01,0,0,0,45,55.9,0,0,500,0
APOLLOHOSP,2018-01-25,PE,1260,2018-01-01,0,0,0,224.6,69.55,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1280,2018-01-01,0,0,0,242.8,84.6,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1300,2018-01-01,0,0,0,92.3,100.85,0,0,2000,0
APOLLOHOSP,2018-01-25,PE,1320,2018-01-01,0,0,0,279.95,118,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1340,2018-01-01,0,0,0,298.85,135.95,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1360,2018-01-01,0,0,0,317.9,154.5,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1380,2018-01-01,0,0,0,337.1,173.45,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1400,2018-01-01,0,0,0,356.35,192.75,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1420,2018-01-01,0,0,0,375.75,212.25,0,0,0,0
APOLLOHOSP,2018-01-25,PE,1440,2018-01-01,0,0,0,387.3,231.9,0,0,0,0
APOLLOHOSP,2018-02-22,CE,780,2018-01-01,0,0,0,338.2,429.7,0,0,0,0
APOLLOHOSP,2018-02-22,CE,800,2018-01-01,0,0,0,318.8,409.9,0,0,0,0
APOLLOHOSP,2018-02-22,CE,820,2018-01-01,0,0,0,299.5,390.1,0,0,0,0
APOLLOHOSP,2018-02-22,CE,840,2018-01-01,0,0,0,280.45,370.3,0,0,0,0
APOLLOHOSP,2018-02-22,CE,860,2018-01-01,0,0,0,261.65,350.5,0,0,0,0
APOLLOHOSP,2018-02-22,CE,880,2018-01-01,0,0,0,243.15,330.7,0,0,0,0
APOLLOHOSP,2018-02-22,CE,900,2018-01-01,0,0,0,225.05,310.95,0,0,0,0
APOLLOHOSP,2018-02-22,CE,920,2018-01-01,0,0,0,207.35,291.3,0,0,0,0
APOLLOHOSP,2018-02-22,CE,940,2018-01-01,0,0,0,190.25,271.7,0,0,0,0
APOLLOHOSP,2018-02-22,CE,960,2018-01-01,0,0,0,173.75,252.25,0,0,0,0
APOLLOHOSP,2018-02-22,CE,980,2018-01-01,0,0,0,157.9,232.95,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1000,2018-01-01,0,0,0,142.85,214,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1020,2018-01-01,0,0,0,128.55,195.35,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1040,2018-01-01,0,0,0,115.1,177.2,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1060,2018-01-01,0,0,0,102.55,159.6,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1080,2018-01-01,0,0,0,90.95,142.7,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1100,2018-01-01,0,0,0,80.2,126.55,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1120,2018-01-01,0,0,0,70.4,111.4,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1140,2018-01-01,0,0,0,61.5,97.15,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1160,2018-01-01,0,0,0,53.45,84.05,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1180,2018-01-01,0,0,0,46.2,72.05,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1200,2018-01-01,0,0,0,39.8,61.25,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1220,2018-01-01,0,0,0,34.1,51.55,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1240,2018-01-01,0,0,0,29.1,43,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1260,2018-01-01,0,0,0,24.75,35.55,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1280,2018-01-01,0,0,0,20.9,29.15,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1300,2018-01-01,0,0,0,17.6,23.65,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1320,2018-01-01,0,0,0,14.75,19.05,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1340,2018-01-01,0,0,0,12.3,15.2,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1360,2018-01-01,0,0,0,10.25,12.05,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1380,2018-01-01,0,0,0,8.5,9.45,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1400,2018-01-01,0,0,0,7,7.35,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1420,2018-01-01,0,0,0,5.75,5.65,0,0,0,0
APOLLOHOSP,2018-02-22,CE,1440,2018-01-01,0,0,0,4.75,4.35,0,0,0,0
APOLLOHOSP,2018-02-22,PE,780,2018-01-01,0,0,0,0.5,0,0,0,0,0
APOLLOHOSP,2018-02-22,PE,800,2018-01-01,0,0,0,0.8,0,0,0,0,0
APOLLOHOSP,2018-02-22,PE,820,2018-01-01,0,0,0,1.25,0.05,0,0,0,0
APOLLOHOSP,2018-02-22,PE,840,2018-01-01,0,0,0,1.9,0.05,0,0,0,0
APOLLOHOSP,2018-02-22,PE,860,2018-01-01,0,0,0,2.8,0.05,0,0,0,0
APOLLOHOSP,2018-02-22,PE,880,2018-01-01,0,0,0,4,0.1,0,0,0,0
APOLLOHOSP,2018-02-22,PE,900,2018-01-01,0,0,0,5.6,0.2,0,0,0,0
APOLLOHOSP,2018-02-22,PE,920,2018-01-01,0,0,0,7.65,0.3,0,0,0,0
APOLLOHOSP,2018-02-22,PE,940,2018-01-01,0,0,0,10.25,0.55,0,0,0,0
APOLLOHOSP,2018-02-22,PE,960,2018-01-01,0,0,0,13.45,0.9,0,0,0,0
APOLLOHOSP,2018-02-22,PE,980,2018-01-01,0,0,0,17.3,1.45,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1000,2018-01-01,0,0,0,22,2.25,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1020,2018-01-01,0,0,0,27.4,3.45,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1040,2018-01-01,0,0,0,33.65,5.1,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1060,2018-01-01,0,0,0,40.8,7.35,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1080,2018-01-01,0,0,0,48.9,10.25,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1100,2018-01-01,0,0,0,57.9,13.95,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1120,2018-01-01,0,0,0,67.8,18.6,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1140,2018-01-01,0,0,0,78.55,24.15,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1160,2018-01-01,0,0,0,90.25,30.85,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1180,2018-01-01,0,0,0,102.7,38.7,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1200,2018-01-01,0,0,0,116,47.7,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1220,2018-01-01,0,0,0,130,57.85,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1240,2018-01-01,0,0,0,144.75,69.1,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1260,2018-01-01,0,0,0,160.1,81.5,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1280,2018-01-01,0,0,0,175.95,94.85,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1300,2018-01-01,0,0,0,192.35,109.2,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1320,2018-01-01,0,0,0,209.2,124.45,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1340,2018-01-01,0,0,0,226.5,140.4,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1360,2018-01-01,0,0,0,244.15,157.05,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1380,2018-01-01,0,0,0,262.1,174.25,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1400,2018-01-01,0,0,0,280.3,192,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1420,2018-01-01,0,0,0,298.8,210.1,0,0,0,0
APOLLOHOSP,2018-02-22,PE,1440,2018-01-01,0,0,0,317.45,228.6,0,0,0,0
APOLLOHOSP,2018-03-28,CE,840,2018-01-01,0,0,0,405.75,375.5,0,0,0,0
APOLLOHOSP,2018-03-28,CE,860,2018-01-01,0,0,0,386.2,355.95,0,0,0,0
APOLLOHOSP,2018-03-28,CE,880,2018-01-01,0,0,0,366.7,336.5,0,0,0,0
APOLLOHOSP,2018-03-28,CE,900,2018-01-01,0,0,0,347.3,317.2,0,0,0,0
APOLLOHOSP,2018-03-28,CE,920,2018-01-01,0,0,0,328,298,0,0,0,0
APOLLOHOSP,2018-03-28,CE,940,2018-01-01,0,0,0,308.85,279.05,0,0,0,0
APOLLOHOSP,2018-03-28,CE,960,2018-01-01,0,0,0,289.95,260.35,0,0,0,0
APOLLOHOSP,2018-03-28,CE,980,2018-01-01,0,0,0,271.25,241.95,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1000,2018-01-01,0,0,0,252.9,223.95,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1020,2018-01-01,0,0,0,234.95,206.45,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1040,2018-01-01,0,0,0,217.4,189.45,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1060,2018-01-01,0,0,0,200.4,173.1,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1080,2018-01-01,0,0,0,183.95,157.4,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1100,2018-01-01,0,0,0,168.15,142.5,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1120,2018-01-01,0,0,0,153.05,128.3,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1140,2018-01-01,0,0,0,138.7,114.95,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1160,2018-01-01,0,0,0,125.1,102.5,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1180,2018-01-01,0,0,0,112.35,90.95,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1200,2018-01-01,0,0,0,100.45,80.3,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1220,2018-01-01,0,0,0,89.4,70.5,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1240,2018-01-01,0,0,0,79.2,61.65,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1260,2018-01-01,0,0,0,69.85,53.6,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1280,2018-01-01,0,0,0,61.35,46.4,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1300,2018-01-01,0,0,0,53.65,39.95,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1320,2018-01-01,0,0,0,46.7,34.25,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1340,2018-01-01,0,0,0,40.45,29.3,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1360,2018-01-01,0,0,0,34.9,24.85,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1380,2018-01-01,0,0,0,30.05,21,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1400,2018-01-01,0,0,0,25.7,17.7,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1420,2018-01-01,0,0,0,21.95,14.85,0,0,0,0
APOLLOHOSP,2018-03-28,CE,1440,2018-01-01,0,0,0,18.6,12.4,0,0,0,0
APOLLOHOSP,2018-03-28,PE,840,2018-01-01,0,0,0,0.2,0.25,0,0,0,0
APOLLOHOSP,2018-03-28,PE,860,2018-01-01,0,0,0,0.3,0.4,0,0,0,0
APOLLOHOSP,2018-03-28,PE,880,2018-01-01,0,0,0,0.5,0.65,0,0,0,0
APOLLOHOSP,2018-03-28,PE,900,2018-01-01,0,0,0,0.75,1.05,0,0,0,0
APOLLOHOSP,2018-03-28,PE,920,2018-01-01,0,0,0,1.15,1.55,0,0,0,0
APOLLOHOSP,2018-03-28,PE,940,2018-01-01,0,0,0,1.7,2.3,0,0,0,0
APOLLOHOSP,2018-03-28,PE,960,2018-01-01,0,0,0,2.45,3.3,0,0,0,0
APOLLOHOSP,2018-03-28,PE,980,2018-01-01,0,0,0,3.5,4.6,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1000,2018-01-01,0,0,0,4.8,6.3,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1020,2018-01-01,0,0,0,6.55,8.5,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1040,2018-01-01,0,0,0,8.7,11.2,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1060,2018-01-01,0,0,0,11.35,14.55,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1080,2018-01-01,0,0,0,14.6,18.55,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1100,2018-01-01,0,0,0,18.45,23.3,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1120,2018-01-01,0,0,0,23.05,28.85,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1140,2018-01-01,0,0,0,28.4,35.15,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1160,2018-01-01,0,0,0,34.45,42.4,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1180,2018-01-01,0,0,0,41.4,50.55,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1200,2018-01-01,0,0,0,49.15,59.6,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1220,2018-01-01,0,0,0,57.8,69.55,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1240,2018-01-01,0,0,0,67.3,80.35,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1260,2018-01-01,0,0,0,77.65,92,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1280,2018-01-01,0,0,0,88.8,104.5,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1300,2018-01-01,0,0,0,100.75,117.75,0,0,0,0
APOLLOHOSP,2018-03-28,PE,1320,2018-01-01,0,0,0,113.5,131.75,0,0,0,0
